github.com/AlDanial/cloc v 2.06  T=1.45 s (593.1 files/s, 232762.0 lines/s)
----------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                             blank        comment           code
./_legacy/sklearn/neighbors/_kde.py                                                                                 56            153            154
./_legacy/examples/calibration/plot_calibration_curve.py                                                            51            132            153
./_legacy/sklearn/tree/_utils.pyx                                                                                   49             90            152
./_legacy/sklearn/feature_selection/_sequential.py                                                                  62            156            151
./_legacy/examples/model_selection/plot_grid_search_stats.py                                                        77            342            150
./_legacy/examples/linear_model/plot_sgdocsvm_vs_ocsvm.py                                                           23             28            149
./_legacy/sklearn/linear_model/_sag.py                                                                              64            159            147
./_legacy/examples/linear_model/plot_quantile_regression.py                                                         36            132            146
./_legacy/doc/install.rst                                                                                          142            135            145
./_legacy/examples/decomposition/plot_faces_decomposition.py                                                        47            144            144
./_legacy/sklearn/ensemble/_gradient_boosting.pyx                                                                   44             74            144
./_legacy/doc/roadmap.rst                                                                                           54              5            141
./_legacy/examples/applications/plot_model_complexity_influence.py                                                  44            107            141
./_legacy/sklearn/linear_model/_huber.py                                                                            65            157            141
./_legacy/sklearn/linear_model/_quantile.py                                                                         46            114            141
./_legacy/sklearn/tests/test_naive_bayes.py                                                                        192            718            141
./_legacy/doc/modules/metrics.rst                                                                                   65             26            140
./_legacy/sklearn/tree/_reingold_tilford.py                                                                         34             14            140
./_legacy/examples/miscellaneous/plot_kernel_approximation.py                                                       45             75            139
./_legacy/examples/classification/plot_lda_qda.py                                                                   24             67            137
./_legacy/sklearn/inspection/_permutation_importance.py                                                             47            129            137
./_legacy/sklearn/neighbors/_regression.py                                                                         101            280            137
./_legacy/examples/classification/plot_classification_probability.py                                                23             82            135
./_legacy/doc/modules/mixture.rst                                                                                   77            139            134
./_legacy/examples/ensemble/plot_gradient_boosting_quantile.py                                                      41            163            134
./_legacy/sklearn/ensemble/_base.py                                                                                 59            121            133
./_legacy/sklearn/preprocessing/_csr_polynomial_expansion.pyx                                                       35             91            132
./_legacy/doc/sphinxext/sphinx_issues.py                                                                            28             59            131
./_legacy/doc/modules/random_projection.rst                                                                         44             26            130
./_legacy/doc/scss/index.scss                                                                                       33             13            130
./_legacy/doc/modules/naive_bayes.rst                                                                               84             77            129
./_legacy/examples/gaussian_process/plot_gpr_prior_posterior.py                                                     48             80            129
./_legacy/sklearn/utils/discovery.py                                                                                34             92            129
./_legacy/examples/compose/plot_transformed_target.py                                                               40             64            127
./_legacy/doc/make.bat                                                                                              17              1            126
./_legacy/examples/applications/plot_species_distribution_modeling.py                                               49             72            125
./_legacy/doc/modules/permutation_importance.rst                                                                    47             65            124
./_legacy/examples/applications/wikipedia_principal_eigenvector.py                                                  45             59            124
./_legacy/sklearn/cluster/_dbscan.py                                                                                87            302            123
./_legacy/doc/conftest.py                                                                                           40             17            122
./_legacy/examples/ensemble/plot_stack_predictors.py                                                                50             86            122
./_legacy/examples/preprocessing/plot_target_encoder.py                                                             28             78            122
./_legacy/sklearn/cluster/_k_means_minibatch.pyx                                                                    42             54            122
./_legacy/examples/ensemble/plot_voting_decision_regions.py                                                         34             63            121
./_legacy/examples/impute/plot_missing_values.py                                                                    57             94            121
./_legacy/examples/model_selection/plot_grid_search_text_feature_extraction.py                                      39            103            121
./_legacy/examples/miscellaneous/plot_kernel_ridge_regression.py                                                    38             59            119
./_legacy/examples/release_highlights/plot_release_highlights_1_4_0.py                                              43             76            119
./_legacy/examples/manifold/plot_manifold_sphere.py                                                                 31             34            118
./_legacy/examples/model_selection/plot_cv_indices.py                                                               32             68            118
./_legacy/sklearn/datasets/_covtype.py                                                                              43             92            117
./_legacy/doc/modules/cross_decomposition.rst                                                                       41             33            115
./_legacy/examples/manifold/plot_compare_methods.py                                                                 50             78            115
./_legacy/examples/mixture/plot_gmm_sin.py                                                                          30             45            115
./_legacy/sklearn/svm/_liblinear.pyx                                                                                21             11            115
./_legacy/sklearn/tests/test_config.py                                                                              36             17            115
